Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date
1.64773E+12,0.8195,0.822,0.795,0.8057,185090508,1.64782E+12,149611235.7,177909,86526823,69949276.76,0,20-03-2022
1.64782E+12,0.8057,0.8549,0.7875,0.8373,316427663,1.64791E+12,259592940.4,362667,159769268,131064535.9,0,21-03-2022
1.64791E+12,0.8372,0.8653,0.8273,0.8366,305184306,1.64799E+12,257893273.7,340957,154289567,130398701.3,0,22-03-2022
1.64799E+12,0.8366,0.846,0.8171,0.8376,235024475,1.64808E+12,195140355.6,230168,113831215,94527036.56,0,23-03-2022
1.64808E+12,0.8376,0.85,0.8272,0.8428,282122073,1.64817E+12,236615079.8,280263,147774382,123968022.9,0,24-03-2022
1.64817E+12,0.8428,0.8459,0.8185,0.8239,214450998,1.64825E+12,178986690.6,194835,105983987,88495788.69,0,25-03-2022
1.64825E+12,0.8239,0.8349,0.8206,0.8327,122433652,1.64834E+12,101517227.9,108590,58204949,48261302.89,0,26-03-2022
1.64834E+12,0.8326,0.8582,0.8275,0.858,198619688,1.64843E+12,167118139.6,199174,99347869,83611740.29,0,27-03-2022
1.64843E+12,0.8579,0.93,0.8528,0.8641,479199201,1.64851E+12,422637754.2,540963,255022451,225063849.1,0,28-03-2022
1.64851E+12,0.864,0.8857,0.8389,0.8577,264756291,1.6486E+12,230020279.9,293027,129038578,112143460.8,0,29-03-2022
1.6486E+12,0.8576,0.8718,0.8455,0.8613,201046259,1.64868E+12,173039224.5,224285,102066434,87851965.48,0,30-03-2022
1.64868E+12,0.8613,0.8737,0.7794,0.8148,366939277,1.64877E+12,305824263.9,400216,172319249,143671827.4,0,31-03-2022
1.64877E+12,0.8149,0.8343,0.807,0.8277,254001232,1.64886E+12,208774877.6,251817,124094463,101996499.6,0,01-04-2022
1.64886E+12,0.8277,0.8499,0.8185,0.824,210041825,1.64894E+12,175623270.3,208651,98183173,82111559.9,0,02-04-2022
1.64894E+12,0.824,0.8519,0.8143,0.8432,159520162,1.64903E+12,133117452.9,156976,77302883,64502447.34,0,03-04-2022
1.64903E+12,0.8432,0.844,0.8041,0.826,216740017,1.64912E+12,179165135.2,215429,106854587,88344943.1,0,04-04-2022
1.64912E+12,0.8261,0.8366,0.8145,0.8164,174779509,1.6492E+12,144156926.2,158487,87383871,72080970.08,0,05-04-2022
1.6492E+12,0.8164,0.8184,0.7555,0.7595,348686323,1.64929E+12,274381875.7,364137,168915184,132979551.6,0,06-04-2022
1.64929E+12,0.7594,0.7911,0.7523,0.7871,196211648,1.64938E+12,152188903.5,203495,94215238,73077180.2,0,07-04-2022
1.64938E+12,0.787,0.7944,0.7463,0.7549,210639194,1.64946E+12,162771256.5,208204,104376903,80692244.79,0,08-04-2022
1.64946E+12,0.755,0.7668,0.7531,0.7622,102131244,1.64955E+12,77625116.23,107344,47440735,36059404.03,0,09-04-2022
1.64955E+12,0.7623,0.7731,0.7524,0.7543,123028708,1.64964E+12,93662860.13,127125,57114934,43494557.3,0,10-04-2022
1.64964E+12,0.7543,0.7558,0.6802,0.6948,354459252,1.64972E+12,253488704.7,328030,167664986,119927030.7,0,11-04-2022
1.64972E+12,0.6949,0.734,0.6924,0.7152,263088987,1.64981E+12,185940902,260994,133316198,94219143.54,0,12-04-2022
1.64981E+12,0.7151,0.7252,0.7017,0.7232,217937566,1.64989E+12,156097770.3,205229,108623961,77822024.43,0,13-04-2022
1.64989E+12,0.7232,0.7413,0.7083,0.7262,239629937,1.64998E+12,173590844.1,217510,117445778,85066672.31,0,14-04-2022
1.64998E+12,0.7262,0.7975,0.7261,0.7858,439676502,1.65007E+12,340018971.3,490660,222695983,172134143,0,15-04-2022
1.65007E+12,0.7859,0.7999,0.7658,0.7808,206493032,1.65015E+12,161483053.8,195172,100170754,78347213.44,0,16-04-2022
1.65015E+12,0.7808,0.7861,0.7477,0.7519,188468510,1.65024E+12,145499726,176462,92494781,71408946.49,0,17-04-2022
1.65024E+12,0.7519,0.7699,0.7266,0.7699,257757252,1.65033E+12,192473959.5,258339,126225222,94297426.83,0,18-04-2022
1.65033E+12,0.7698,0.786,0.7588,0.7749,199132020,1.65041E+12,153428708.4,191968,103980072,80113597.97,0,19-04-2022
1.65041E+12,0.7749,0.7753,0.742,0.7517,220246970,1.6505E+12,167656195.9,192462,107948127,82171145.47,0,20-04-2022
1.6505E+12,0.7517,0.7686,0.718,0.7328,241310449,1.65059E+12,180731787.4,241040,120565186,90337004.5,0,21-04-2022
1.65059E+12,0.7328,0.7387,0.7142,0.7179,220757625,1.65067E+12,160328204.8,216443,106214645,77146619.61,0,22-04-2022
1.65067E+12,0.7178,0.7267,0.7023,0.7057,163036743,1.65076E+12,116203898.7,154364,79411803,56595167.9,0,23-04-2022
1.65076E+12,0.7057,0.7119,0.6944,0.6981,144945400,1.65084E+12,102084222.5,137510,70704996,49784633.33,0,24-04-2022
1.65084E+12,0.698,0.6998,0.6451,0.6931,399434752,1.65093E+12,267285979.7,354207,196890553,131736017.8,0,25-04-2022
1.65093E+12,0.6931,0.7065,0.6276,0.642,355964613,1.65102E+12,237444379.9,311924,174245692,116326399.1,0,26-04-2022
1.65102E+12,0.642,0.663,0.6361,0.6522,277994630,1.6511E+12,180637616.9,241976,142408334,92540378.85,0,27-04-2022
1.6511E+12,0.6522,0.6577,0.6333,0.6428,242145728,1.65119E+12,156497699.4,195259,119074148,76959693.96,0,28-04-2022
1.65119E+12,0.6428,0.6464,0.5992,0.6116,322263629,1.65128E+12,200206773.4,234208,155967290,96871644.9,0,29-04-2022
1.65128E+12,0.6115,0.6288,0.5663,0.5845,354754733,1.65136E+12,214938073.9,274288,169587697,102905100.6,0,30-04-2022
1.65136E+12,0.5845,0.6125,0.576,0.607,279653905,1.65145E+12,166027183.2,253008,141614030,84080669.43,0,01-05-2022
1.65145E+12,0.607,0.6312,0.5984,0.6143,332748235,1.65154E+12,204458052.9,255037,171961683,105666295,0,02-05-2022
