Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Date
1.64402E+12,0.6557,0.6869,0.65,0.6656,310296779,1.64411E+12,207432932.9,296990,163402988,109221694.5,0,05-02-2022
1.64411E+12,0.6656,0.688,0.6589,0.6825,157303166,1.64419E+12,105499040.7,163540,77801560,52193085.83,0,06-02-2022
1.64419E+12,0.6825,0.839,0.6712,0.8314,640917209,1.64428E+12,491875684.8,773279,327757400,251545537.9,0,07-02-2022
1.64428E+12,0.8314,0.9142,0.8034,0.8763,1048879447,1.64436E+12,896908628.4,1336231,535178885,457855992.8,0,08-02-2022
1.64436E+12,0.8763,0.9168,0.8413,0.8697,626331950,1.64445E+12,549165655.7,803724,314570536,275936216.1,0,09-02-2022
1.64445E+12,0.8699,0.8975,0.821,0.8253,495010890,1.64454E+12,427414739.4,540824,242914550,209806198.6,0,10-02-2022
1.64454E+12,0.8253,0.8339,0.75,0.7591,482432190,1.64462E+12,388566707.1,519699,228558713,184198520.9,0,11-02-2022
1.64462E+12,0.759,0.8532,0.7465,0.8223,477906804,1.64471E+12,383669503.5,526512,234073787,188095069.8,0,12-02-2022
1.64471E+12,0.8223,0.8476,0.792,0.8057,351589704,1.6448E+12,288439676.9,411195,169831806,139336595.4,0,13-02-2022
1.6448E+12,0.8057,0.8127,0.7791,0.8012,304006647,1.64488E+12,241701354.5,298362,151755059,120697998.7,0,14-02-2022
1.64488E+12,0.8012,0.8599,0.7961,0.8515,279317316,1.64497E+12,231323680.2,292838,145139011,120212814.2,0,15-02-2022
1.64497E+12,0.8514,0.8532,0.8086,0.8366,252745706,1.64506E+12,210175363.6,272890,121239086,100858526.6,0,16-02-2022
1.64506E+12,0.8367,0.8448,0.7535,0.769,375190546,1.64514E+12,300624314.1,377795,180001437,144223727.5,0,17-02-2022
1.64514E+12,0.7689,0.8055,0.756,0.784,417945743,1.64523E+12,326120877.7,423084,201924098,157513266.3,0,18-02-2022
1.64523E+12,0.7841,0.8547,0.7696,0.8215,492929500,1.64532E+12,400613754.2,594162,248825500,202360377.3,0,19-02-2022
1.64532E+12,0.8215,0.8234,0.7643,0.7769,495454770,1.6454E+12,391269443.4,521656,227536480,179659457.4,0,20-02-2022
1.6454E+12,0.7769,0.802,0.6953,0.7018,621650777,1.64549E+12,474629850.5,558755,303954516,232169573.6,0,21-02-2022
1.64549E+12,0.7018,0.7266,0.6686,0.7209,597541290,1.64557E+12,417027236.6,503146,299122368,208862896.9,0,22-02-2022
1.64557E+12,0.7209,0.7441,0.6924,0.6967,438023003,1.64566E+12,315158238.6,352974,219155727,157728011.9,0,23-02-2022
1.64566E+12,0.6967,0.7226,0.6215,0.6963,986343826,1.64575E+12,649336702.2,776546,475980122,313319924.7,0,24-02-2022
1.64575E+12,0.6962,0.7807,0.6826,0.7699,557343038,1.64583E+12,397739663.4,483216,289233335,206653757.6,0,25-02-2022
1.64583E+12,0.7698,0.7955,0.7403,0.7508,520451349,1.64592E+12,398290215.8,518766,263972487,202016049.1,0,26-02-2022
1.64592E+12,0.7508,0.7677,0.7032,0.7215,441252224,1.64601E+12,324122751.3,380063,211903246,155721473.8,0,27-02-2022
1.64601E+12,0.7216,0.7938,0.7075,0.7809,444617964,1.64609E+12,331004684.9,411864,220791698,164606481.2,0,28-02-2022
1.64609E+12,0.7809,0.8039,0.7574,0.7839,392126769,1.64618E+12,305309246.8,396934,193409344,150654555.8,0,01-03-2022
1.64618E+12,0.784,0.7848,0.7562,0.7687,377602100,1.64627E+12,290891663.1,306050,186780734,143882345.6,0,02-03-2022
1.64627E+12,0.7688,0.7897,0.7336,0.7515,339295156,1.64635E+12,257664904.5,298359,166262432,126275130.8,0,03-03-2022
1.64635E+12,0.7514,0.755,0.6942,0.7127,382831997,1.64644E+12,279450790.8,325418,187126852,136654078.9,0,04-03-2022
1.64644E+12,0.7127,0.7693,0.7049,0.754,358200609,1.64652E+12,265951379.1,360890,171764631,127561328.6,0,05-03-2022
1.64652E+12,0.7539,0.7589,0.7211,0.7251,304732286,1.64661E+12,225032012.6,275079,148059163,109293439.9,0,06-03-2022
1.64661E+12,0.7252,0.7544,0.7033,0.7197,496407111,1.6467E+12,363052084,413298,249680721,182588165.2,0,07-03-2022
1.6467E+12,0.7196,0.7313,0.7135,0.7207,293749434,1.64678E+12,212291889.9,231723,146084373,105592288.2,0,08-03-2022
1.64678E+12,0.7208,0.775,0.7199,0.7658,397032109,1.64687E+12,298577935.7,342087,210070672,157981243,0,09-03-2022
1.64687E+12,0.7659,0.7797,0.7215,0.7361,397850898,1.64696E+12,294933673,350437,191002562,141660681.4,0,10-03-2022
1.64696E+12,0.7361,0.814,0.725,0.8029,526984782,1.64704E+12,402055677,515649,265507599,202653114,0,11-03-2022
1.64704E+12,0.8028,0.849,0.7783,0.7857,589059126,1.64713E+12,474559889.9,662771,280010604,225635940.9,0,12-03-2022
1.64713E+12,0.7857,0.8057,0.7508,0.7602,311279578,1.64722E+12,244669480.1,304239,146750241,115428354.2,0,13-03-2022
1.64722E+12,0.7602,0.7779,0.745,0.7748,326606464,1.6473E+12,249607534.8,277062,166773116,127466033.3,0,14-03-2022
1.6473E+12,0.7747,0.7768,0.7413,0.7657,243756136,1.64739E+12,185554830.2,224551,120440153,91702951.24,0,15-03-2022
1.64739E+12,0.7658,0.7945,0.7569,0.7919,350641035,1.64748E+12,270905161.1,338101,178379477,137846141,0,16-03-2022
1.64748E+12,0.7919,0.802,0.783,0.7935,264101320,1.64756E+12,209115111.7,239087,136623515,108183138,0,17-03-2022
1.64756E+12,0.7936,0.8007,0.7762,0.7965,222661984,1.64765E+12,175564924.2,202346,112469928,88692231.3,0,18-03-2022
1.64765E+12,0.7964,0.8268,0.7915,0.8194,248947590,1.64773E+12,202388188.4,265739,117794407,95755655.76,0,19-03-2022
